state1,state2,distance_km
Kentucky,Virginia,569.88
Kentucky,Washington,3059.38
Kentucky,West Virginia,428.42
Kentucky,Wisconsin,880.16
Kentucky,Wyoming,1980.41
Louisiana,Alabama,524.18
Louisiana,Alaska,5509.53
Louisiana,Arizona,1875.19
Louisiana,Arkansas,426.24
Louisiana,California,2613.23
Louisiana,Colorado,1514.7
Louisiana,Connecticut,2081.17
Louisiana,Delaware,1738.67
Louisiana,District of Columbia,1617.73
Louisiana,Florida,960.94
Louisiana,Georgia,827.89
Louisiana,Hawaii,6485.78
Louisiana,Idaho,2465.92
Louisiana,Illinois,1027.25
Louisiana,Indiana,1107.41
Louisiana,Iowa,1228.65
Louisiana,Kansas,1009.24
Louisiana,Kentucky,945.06
Louisiana,Louisiana,0.0
Louisiana,Maine,2531.95
Louisiana,Maryland,1642.4
Louisiana,Massachusetts,2181.75
Louisiana,Michigan,1582.67
Louisiana,Minnesota,1700.38
Louisiana,Mississippi,287.6
Louisiana,Missouri,809.57
Louisiana,Montana,2329.46
Louisiana,Nebraska,1355.09
Louisiana,Nevada,2413.44
Louisiana,New Hampshire,2275.91
Louisiana,New Jersey,1862.06
Louisiana,New Mexico,1372.52
Louisiana,New York,1965.19
Louisiana,North Carolina,1273.99
Louisiana,North Dakota,1957.16
Louisiana,Ohio,1317.46
Louisiana,Oklahoma,716.19
Louisiana,Oregon,2879.73
Louisiana,Pennsylvania,1676.63
Louisiana,Rhode Island,2170.74
Louisiana,South Carolina,1089.34
Louisiana,South Dakota,1650.1
Louisiana,Tennessee,746.47
Louisiana,Texas,699.79
Louisiana,Utah,2005.35
Louisiana,Vermont,2225.55
Louisiana,Virginia,1403.81
Louisiana,Washington,3023.65
Louisiana,West Virginia,1335.11
Louisiana,Wisconsin,1514.73
Louisiana,Wyoming,1908.98
Maine,Alabama,2057.77
Maine,Alaska,5282.94
Maine,Arizona,3784.83
Maine,Arkansas,2281.71
Maine,California,4233.8
Maine,Colorado,3053.92
Maine,Connecticut,502.67
Maine,Delaware,876.8
Maine,District of Columbia,962.18
Maine,Florida,2191.81
Maine,Georgia,1867.58
Maine,Hawaii,8213.38
Maine,Idaho,3539.68
Maine,Illinois,1733.06
Maine,Indiana,1520.33
Maine,Iowa,1980.39
Maine,Kansas,2518.46
Maine,Kentucky,1594.75
Maine,Louisiana,2531.95
Maine,Maine,0.0
Maine,Maryland,937.46
Maine,Massachusetts,402.44
Maine,Michigan,1280.76
Maine,Minnesota,1942.04
Maine,Mississippi,2245.4
Maine,Missouri,2069.64
Maine,Montana,3087.72
Maine,Nebraska,2493.71
Maine,Nevada,3904.08
Maine,New Hampshire,264.13
Maine,New Jersey,726.55
Maine,New Mexico,3344.92
Maine,New York,569.59
Maine,North Carolina,1386.13
Maine,North Dakota,2395.57
Maine,Ohio,1241.41
Maine,Oklahoma,2612.32
Maine,Oregon,4003.63
Maine,Pennsylvania,855.87
Maine,Rhode Island,450.9
Maine,South Carolina,1614.26
Maine,South Dakota,2433.92
Maine,Tennessee,1785.89
Maine,Texas,3020.27
Maine,Utah,3518.6
Maine,Vermont,307.29
Maine,Virginia,1183.52
Maine,Washington,3874.11
Maine,West Virginia,1201.05
Maine,Wisconsin,1633.82
Maine,Wyoming,3045.45
Maryland,Alabama,1141.42
Maryland,Alaska,5498.41
Maryland,Arizona,3142.48
Maryland,Arkansas,1465.89
Maryland,California,3713.77
Maryland,Colorado,2479.69
Maryland,Connecticut,447.64
Maryland,Delaware,111.59
Maryland,District of Columbia,25.2
Maryland,Florida,1268.65
Maryland,Georgia,930.79
Maryland,Hawaii,7740.05
Maryland,Idaho,3173.42
Maryland,Illinois,1071.04
Maryland,Indiana,821.53
Maryland,Iowa,1451.31
Maryland,Kansas,1872.77
Maryland,Kentucky,763.12
Maryland,Louisiana,1642.4
Maryland,Maine,937.46
Maryland,Maryland,0.0
Maryland,Massachusetts,551.36
Maryland,Michigan,926.55
Maryland,Minnesota,1639.73
Maryland,Mississippi,1355.57
Maryland,Missouri,1363.3
Maryland,Montana,2795.35
Maryland,Nebraska,1969.26
Maryland,Nevada,3413.56
Maryland,New Hampshire,673.42
Maryland,New Jersey,221.29
Maryland,New Mexico,2657.36
Maryland,New York,445.83
Maryland,North Carolina,451.42
Maryland,North Dakota,2125.33
Maryland,Ohio,532.77
Maryland,Oklahoma,1870.56
Maryland,Oregon,3651.23
Maryland,Pennsylvania,220.0
Maryland,Rhode Island,531.26
Maryland,South Carolina,678.36
Maryland,South Dakota,2030.92
Maryland,Tennessee,916.6
Maryland,Texas,2209.09
Maryland,Utah,2994.96
Maryland,Vermont,654.38
Maryland,Virginia,248.07
Maryland,Washington,3614.62
Maryland,West Virginia,335.78
Maryland,Wisconsin,1256.84
Maryland,Wyoming,2608.73
Massachusetts,Alabama,1689.77
Massachusetts,Alaska,5443.82
Massachusetts,Arizona,3563.63
Massachusetts,Arkansas,1968.5
Massachusetts,California,4071.5
Massachusetts,Colorado,2858.55
Massachusetts,Connecticut,104.04
Massachusetts,Delaware,479.16
Massachusetts,District of Columbia,576.54
Massachusetts,Florida,1791.09
Massachusetts,Georgia,1480.22
Massachusetts,Hawaii,8085.72
Massachusetts,Idaho,3441.14
Massachusetts,Illinois,1477.56
Massachusetts,Indiana,1242.69
Massachusetts,Iowa,1787.39
Massachusetts,Kansas,2285.28
Massachusetts,Kentucky,1265.74
Massachusetts,Louisiana,2181.75
Massachusetts,Maine,402.44
Massachusetts,Maryland,551.36
Massachusetts,Massachusetts,0.0
Massachusetts,Michigan,1126.32
Massachusetts,Minnesota,1844.05
Massachusetts,Mississippi,1894.15
Massachusetts,Missouri,1803.18
Massachusetts,Montana,3016.65
Massachusetts,Nebraska,2313.32
Massachusetts,Nevada,3753.15
Massachusetts,New Hampshire,158.94
Massachusetts,New Jersey,332.35
Massachusetts,New Mexico,3099.99
Massachusetts,New York,314.7
Massachusetts,North Carolina,992.16
Massachusetts,North Dakota,2323.04
Massachusetts,Ohio,945.42
Massachusetts,Oklahoma,2336.71
Massachusetts,Oregon,3914.94
Massachusetts,Pennsylvania,522.61
Massachusetts,Rhode Island,68.09
Massachusetts,South Carolina,1220.44
Massachusetts,South Dakota,2305.0
Massachusetts,Tennessee,1442.6
Massachusetts,Texas,2713.78
Massachusetts,Utah,3349.98
Massachusetts,Vermont,212.73
Massachusetts,Virginia,799.41
Massachusetts,Washington,3825.15
Massachusetts,West Virginia,848.24
Massachusetts,Wisconsin,1492.2
Massachusetts,Wyoming,2910.9
Michigan,Alabama,1289.94
Michigan,Alaska,4602.96
Michigan,Arizona,2509.94
Michigan,Arkansas,1209.72
Michigan,California,2960.1
Michigan,Colorado,1773.54
Michigan,Connecticut,1076.54
Michigan,Delaware,1015.9
Michigan,District of Columbia,923.27
Michigan,Florida,1763.75
Michigan,Georgia,1310.53
Michigan,Hawaii,6963.09
Michigan,Idaho,2316.02
Michigan,Illinois,571.22
Michigan,Indiana,499.78
Michigan,Iowa,703.48
Michigan,Kansas,1261.99
Michigan,Kentucky,756.55
Michigan,Louisiana,1582.67
Michigan,Maine,1280.76
Michigan,Maryland,926.55
Michigan,Massachusetts,1126.32
Michigan,Michigan,0.0
Michigan,Minnesota,729.41
Michigan,Mississippi,1340.7
Michigan,Missouri,888.37
Michigan,Montana,1902.47
Michigan,Nebraska,1213.02
Michigan,Nevada,2635.51
Michigan,New Hampshire,1110.07
Michigan,New Jersey,997.8
Michigan,New Mexico,2088.44
Michigan,New York,811.7
Michigan,North Carolina,1102.69
Michigan,North Dakota,1216.01
Michigan,Ohio,499.89
Michigan,Oklahoma,1415.39
Michigan,Oregon,2791.05
Michigan,Pennsylvania,733.3
Michigan,Rhode Island,1166.17
Michigan,South Carolina,1221.38
Michigan,South Dakota,1178.86
Michigan,Tennessee,945.94
Michigan,Texas,1875.89
Michigan,Utah,2241.65
Michigan,Vermont,1018.05
Michigan,Virginia,937.06
Michigan,Washington,2718.19
Michigan,West Virginia,748.95
Michigan,Wisconsin,365.9
Michigan,Wyoming,1786.45
Minnesota,Alabama,1629.15
Minnesota,Alaska,4000.87
Minnesota,Arizona,1980.83
Minnesota,Arkansas,1274.17
Minnesota,California,2311.1
Minnesota,Colorado,1224.55
Minnesota,Connecticut,1801.31
Minnesota,Delaware,1735.7
Minnesota,District of Columbia,1633.21
Minnesota,Florida,2216.35
Minnesota,Georgia,1775.79
Minnesota,Hawaii,6271.54
Minnesota,Idaho,1602.25
Minnesota,Illinois,807.7
Minnesota,Indiana,963.49
Minnesota,Iowa,471.76
Minnesota,Kansas,927.46
Minnesota,Kentucky,1223.71
Minnesota,Louisiana,1700.38
Minnesota,Maine,1942.04
Minnesota,Maryland,1639.73
Minnesota,Massachusetts,1844.05
Minnesota,Michigan,729.41
Minnesota,Minnesota,0.0
Minnesota,Mississippi,1555.03
Minnesota,Missouri,893.21
Minnesota,Montana,1174.26
Minnesota,Nebraska,686.8
Minnesota,Nevada,1974.15
Minnesota,New Hampshire,1809.04
Minnesota,New Jersey,1726.39
Minnesota,New Mexico,1652.82
Minnesota,New York,1531.61
Minnesota,North Carolina,1725.93
Minnesota,North Dakota,487.23
Minnesota,Ohio,1145.52
Minnesota,Oklahoma,1217.07
Minnesota,Oregon,2072.84
Minnesota,Pennsylvania,1458.39
Minnesota,Rhode Island,1888.22
Minnesota,South Carolina,1781.46
Minnesota,South Dakota,506.64
Minnesota,Tennessee,1335.08
Minnesota,Texas,1699.51
Minnesota,Utah,1613.3
Minnesota,Vermont,1713.2
Minnesota,Virginia,1604.69
Minnesota,Washington,1988.84
Minnesota,West Virginia,1406.19
Minnesota,Wisconsin,384.14
Minnesota,Wyoming,1110.91
Mississippi,Alabama,266.08
Mississippi,Alaska,5462.18
Mississippi,Arizona,2046.58
Mississippi,Arkansas,351.06
Mississippi,California,2754.47
Mississippi,Colorado,1590.51
Mississippi,Connecticut,1793.62
Mississippi,Delaware,1452.81
Mississippi,District of Columbia,1330.98
Mississippi,Florida,827.63
Mississippi,Georgia,583.81
Mississippi,Hawaii,6685.42
Mississippi,Idaho,2513.01
Mississippi,Illinois,811.74
Mississippi,Indiana,850.3
Mississippi,Iowa,1090.15
Mississippi,Kansas,1014.59
Mississippi,Kentucky,664.41
Mississippi,Louisiana,287.6
Mississippi,Maine,2245.4
Mississippi,Maryland,1355.57
Mississippi,Massachusetts,1894.15
Mississippi,Michigan,1340.7
Mississippi,Minnesota,1555.03
Mississippi,Mississippi,0.0
Mississippi,Missouri,672.84
Mississippi,Montana,2320.15
Mississippi,Nebraska,1326.16
Mississippi,Nevada,2526.95
Mississippi,New Hampshire,1988.77
Mississippi,New Jersey,1574.9
Mississippi,New Mexico,1536.31
Mississippi,New York,1679.5
Mississippi,North Carolina,997.74
Mississippi,North Dakota,1871.22
Mississippi,Ohio,1038.97
Mississippi,Oklahoma,787.66
Mississippi,Oregon,2950.11
Mississippi,Pennsylvania,1389.77
Mississippi,Rhode Island,1883.36
Mississippi,South Carolina,826.84
Mississippi,South Dakota,1589.29
Mississippi,Tennessee,461.64
Mississippi,Texas,922.38
Mississippi,Utah,2106.36
Mississippi,Vermont,1939.31
Mississippi,Virginia,1118.47
Mississippi,Washington,3058.37
Mississippi,West Virginia,1047.63
Mississippi,Wisconsin,1319.98
Mississippi,Wyoming,1935.62
Missouri,Alabama,801.71
Missouri,Alaska,4800.01
Missouri,Arizona,1779.24
Missouri,Arkansas,384.27
Missouri,California,2374.95
Missouri,Colorado,1140.29
Missouri,Connecticut,1719.63
Missouri,Delaware,1474.85
Missouri,District of Columbia,1344.47
Missouri,Florida,1422.42
Missouri,Georgia,1034.06
Missouri,Hawaii,6392.86
Missouri,Idaho,1962.47
Missouri,Illinois,338.16
Missouri,Indiana,560.57
Missouri,Iowa,422.24
Missouri,Kansas,517.3
Missouri,Kentucky,635.4
Missouri,Louisiana,809.57
Missouri,Maine,2069.64
Missouri,Maryland,1363.3
Missouri,Massachusetts,1803.18
Missouri,Michigan,888.37
Missouri,Minnesota,893.21
Missouri,Mississippi,672.84
Missouri,Missouri,0.0
Missouri,Montana,1700.87
Missouri,Nebraska,719.3
Missouri,Nevada,2095.19
Missouri,New Hampshire,1846.89
Missouri,New Jersey,1545.51
Missouri,New Mexico,1299.65
Missouri,New York,1516.93
Missouri,North Carolina,1203.68
Missouri,North Dakota,1201.94
Missouri,Ohio,859.98
Missouri,Oklahoma,543.41
Missouri,Oregon,2425.98
Missouri,Pennsylvania,1287.78
Missouri,Rhode Island,1817.33
Missouri,South Carolina,1150.18
Missouri,South Dakota,936.76
Missouri,Tennessee,609.41
Missouri,Texas,987.87
Missouri,Utah,1668.42
Missouri,Vermont,1771.46
Missouri,Virginia,1198.38
Missouri,Washington,2479.66
Missouri,West Virginia,1032.21
Missouri,Wisconsin,725.79
Missouri,Wyoming,1373.63
Montana,Alabama,2496.22
Montana,Alaska,3195.73
Montana,Arizona,1429.18
Montana,Arkansas,1970.88
Montana,California,1362.66
Montana,Colorado,954.5
Montana,Connecticut,2975.49
Montana,Delaware,2896.07
Montana,District of Columbia,2786.37
Montana,Florida,3118.6
Montana,Georgia,2732.43
Montana,Hawaii,5143.36
Montana,Idaho,490.31
Montana,Illinois,1818.79
Montana,Indiana,2040.04
Montana,Iowa,1392.85
Montana,Kansas,1321.08
Montana,Kentucky,2254.8
Montana,Louisiana,2329.46
Montana,Maine,3087.72
Montana,Maryland,2795.35
Montana,Massachusetts,3016.65
Montana,Michigan,1902.47
Montana,Minnesota,1174.26
Montana,Mississippi,2320.15
Montana,Missouri,1700.87
Montana,Montana,0.0
Montana,Nebraska,994.7
Montana,Nevada,1028.55
Montana,New Hampshire,2974.76
Montana,New Jersey,2896.41
Montana,New Mexico,1435.03
Montana,New York,2705.19
Montana,North Carolina,2812.3
Montana,North Dakota,694.96
Montana,Ohio,2277.99
Montana,Oklahoma,1625.05
Montana,Oregon,920.65
Montana,Pennsylvania,2625.19
Montana,Rhode Island,3061.91
Montana,South Carolina,2815.67
Montana,South Dakota,786.68
Montana,Tennessee,2294.98
Montana,Texas,1940.55
Montana,Utah,876.39
Montana,Vermont,2878.04
Montana,Virginia,2728.12
Montana,Washington,819.28
Montana,West Virginia,2530.71
Montana,Wisconsin,1545.15
Montana,Wyoming,479.75
Nebraska,Alabama,1504.08
Nebraska,Alaska,4154.82
Nebraska,Arizona,1316.51
Nebraska,Arkansas,978.23
Nebraska,California,1758.75
Nebraska,Colorado,564.64
Nebraska,Connecticut,2247.95
Nebraska,Delaware,2078.51
Nebraska,District of Columbia,1954.93
Nebraska,Florida,2126.02
Nebraska,Georgia,1752.62
Nebraska,Hawaii,5780.82
Nebraska,Idaho,1247.14
Nebraska,Illinois,909.22
Nebraska,Indiana,1155.08
Nebraska,Iowa,526.73
Nebraska,Kansas,358.92
Nebraska,Kentucky,1320.84
Nebraska,Louisiana,1355.09
Nebraska,Maine,2493.71
Nebraska,Maryland,1969.26
Nebraska,Massachusetts,2313.32
Nebraska,Michigan,1213.02
Nebraska,Minnesota,686.8
Nebraska,Mississippi,1326.16
Nebraska,Missouri,719.3
Nebraska,Montana,994.7
Nebraska,Nebraska,0.0
Nebraska,Nevada,1447.06
Nebraska,New Hampshire,2316.06
Nebraska,New Jersey,2115.8
Nebraska,New Mexico,966.09
Nebraska,New York,2002.07
Nebraska,North Carolina,1893.28
Nebraska,North Dakota,659.14
Nebraska,Ohio,1436.7
Nebraska,Oklahoma,690.07
Nebraska,Oregon,1716.3
Nebraska,Pennsylvania,1841.24
Nebraska,Rhode Island,2343.37
Nebraska,South Carolina,1862.86
Nebraska,South Dakota,324.8
Nebraska,Tennessee,1326.56
Nebraska,Texas,1117.35
Nebraska,Utah,1036.91
Nebraska,Vermont,2226.69
Nebraska,Virginia,1849.81
Nebraska,Washington,1760.57
Nebraska,West Virginia,1662.75
Nebraska,Wisconsin,867.93
Nebraska,Wyoming,659.81
Nevada,Alabama,2767.89
Nevada,Alaska,3602.49
Nevada,Arizona,714.87
Nevada,Arkansas,2198.39
Nevada,California,344.05
Nevada,Colorado,958.01
Nevada,Connecticut,3691.39
Nevada,Delaware,3523.49
Nevada,District of Columbia,3398.45
Nevada,Florida,3349.88
Nevada,Georgia,3064.96
Nevada,Hawaii,4334.6
Nevada,Idaho,582.38
Nevada,Illinois,2345.48
Nevada,Indiana,2594.44
Nevada,Iowa,1972.64
Nevada,Kansas,1582.99
Nevada,Kentucky,2729.06
Nevada,Louisiana,2413.44
Nevada,Maine,3904.08
Nevada,Maryland,3413.56
Nevada,Massachusetts,3753.15
Nevada,Michigan,2635.51
Nevada,Minnesota,1974.15
Nevada,Mississippi,2526.95
Nevada,Missouri,2095.19
Nevada,Montana,1028.55
Nevada,Nebraska,1447.06
Nevada,Nevada,0.0
Nevada,New Hampshire,3745.58
Nevada,New Jersey,3562.85
Nevada,New Mexico,1084.27
Nevada,New York,3439.76
Nevada,North Carolina,3298.84
Nevada,North Dakota,1585.44
Nevada,Ohio,2881.88
Nevada,Oklahoma,1739.6
Nevada,Oregon,606.98
Nevada,Pennsylvania,3288.2
Nevada,Rhode Island,3785.93
Nevada,South Carolina,3230.7
Nevada,South Dakota,1472.01
Nevada,Tennessee,2689.06
Nevada,Texas,1792.41
Nevada,Utah,427.77
Nevada,Vermont,3653.32
Nevada,Virginia,3280.92
Nevada,Washington,946.42
Nevada,West Virginia,3100.06
Nevada,Wisconsin,2273.42
Nevada,Wyoming,863.37
New Hampshire,Alabama,1796.4
New Hampshire,Alaska,5325.78
New Hampshire,Arizona,3587.81
New Hampshire,Arkansas,2038.97
New Hampshire,California,4069.27
New Hampshire,Colorado,2869.5
New Hampshire,Connecticut,247.24
New Hampshire,Delaware,615.7
New Hampshire,District of Columbia,698.1
New Hampshire,Florida,1931.34
New Hampshire,Georgia,1603.45
New Hampshire,Hawaii,8071.43
New Hampshire,Idaho,3411.07
New Hampshire,Illinois,1514.14
New Hampshire,Indiana,1290.2
New Hampshire,Iowa,1794.09
New Hampshire,Kansas,2313.16
New Hampshire,Kentucky,1344.38
New Hampshire,Louisiana,2275.91
New Hampshire,Maine,264.13
New Hampshire,Maryland,673.42
New Hampshire,Massachusetts,158.94
New Hampshire,Michigan,1110.07
New Hampshire,Minnesota,1809.04
New Hampshire,Mississippi,1988.77
New Hampshire,Missouri,1846.89
New Hampshire,Montana,2974.76
New Hampshire,Nebraska,2316.06
New Hampshire,Nevada,3745.58
New Hampshire,New Hampshire,0.0
New Hampshire,New Jersey,464.67
New Hampshire,New Mexico,3135.21
New Hampshire,New York,330.07
New Hampshire,North Carolina,1122.72
New Hampshire,North Dakota,2279.8
New Hampshire,Ohio,1001.74
New Hampshire,Oklahoma,2386.62
New Hampshire,Oregon,3881.6
New Hampshire,Pennsylvania,599.76
New Hampshire,Rhode Island,222.66
New Hampshire,South Carolina,1350.71
New Hampshire,South Dakota,2284.93
New Hampshire,Tennessee,1531.15
New Hampshire,Texas,2781.37
New Hampshire,Utah,3349.6
New Hampshire,Vermont,97.27
New Hampshire,Virginia,919.4
New Hampshire,Washington,3776.09
New Hampshire,West Virginia,942.01
New Hampshire,Wisconsin,1473.63
New Hampshire,Wyoming,2894.85
New Jersey,Alabama,1362.69
New Jersey,Alaska,5496.18
New Jersey,Arizona,3322.37
New Jersey,Arkansas,1673.19
New Jersey,California,3870.54
New Jersey,Colorado,2642.02
New Jersey,Connecticut,228.31
New Jersey,Delaware,151.31
New Jersey,District of Columbia,246.42
New Jersey,Florida,1466.73
New Jersey,Georgia,1147.88
New Jersey,Hawaii,7895.92
New Jersey,Idaho,3294.12
New Jersey,Illinois,1236.86
New Jersey,Indiana,990.55
New Jersey,Iowa,1591.0
New Jersey,Kansas,2046.33
New Jersey,Kentucky,967.8
New Jersey,Louisiana,1862.06
New Jersey,Maine,726.55
New Jersey,Maryland,221.29
New Jersey,Massachusetts,332.35
New Jersey,Michigan,997.8
New Jersey,Minnesota,1726.39
New Jersey,Mississippi,1574.9
New Jersey,Missouri,1545.51
New Jersey,Montana,2896.41
New Jersey,Nebraska,2115.8
New Jersey,Nevada,3562.85
New Jersey,New Hampshire,464.67
New Jersey,New Jersey,0.0
New Jersey,New Mexico,2844.54
New Jersey,New York,315.04
New Jersey,North Carolina,660.65
New Jersey,North Dakota,2213.45
New Jersey,Ohio,690.9
New Jersey,Oklahoma,2065.05
New Jersey,Oregon,3771.55
New Jersey,Pennsylvania,275.68
New Jersey,Rhode Island,309.98
New Jersey,South Carolina,888.98
New Jersey,South Dakota,2149.46
New Jersey,Tennessee,1131.28
New Jersey,Texas,2418.21
New Jersey,Utah,3149.33
New Jersey,Vermont,461.57
New Jersey,Virginia,468.41
New Jersey,Washington,3713.98
New Jersey,West Virginia,540.37
New Jersey,Wisconsin,1351.37
New Jersey,Wyoming,2741.26
New Mexico,Alabama,1796.33
New Mexico,Alaska,4533.06
New Mexico,Arizona,510.61
New Mexico,Arkansas,1253.38
New Mexico,California,1244.91
New Mexico,Colorado,511.86
New Mexico,Connecticut,3018.32
New Mexico,Delaware,2768.49
New Mexico,District of Columbia,2637.44
New Mexico,Florida,2330.86
New Mexico,Georgia,2110.64
New Mexico,Hawaii,5157.0
New Mexico,Idaho,1323.16
New Mexico,Illinois,1622.94
New Mexico,Indiana,1859.19
New Mexico,Iowa,1391.87
New Mexico,Kansas,827.86
New Mexico,Kentucky,1904.73
New Mexico,Louisiana,1372.52
New Mexico,Maine,3344.92
New Mexico,Maryland,2657.36
New Mexico,Massachusetts,3099.99
New Mexico,Michigan,2088.44
New Mexico,Minnesota,1652.82
New Mexico,Mississippi,1536.31
New Mexico,Missouri,1299.65
New Mexico,Montana,1435.03
New Mexico,Nebraska,966.09
New Mexico,Nevada,1084.27
New Mexico,New Hampshire,3135.21
New Mexico,New Jersey,2844.54
New Mexico,New Mexico,0.0
New Mexico,New York,2806.8
New Mexico,North Carolina,2436.08
New Mexico,North Dakota,1523.48
New Mexico,Ohio,2159.33
New Mexico,Oklahoma,797.34
New Mexico,Oregon,1631.85
New Mexico,Pennsylvania,2587.16
New Mexico,Rhode Island,3116.07
New Mexico,South Carolina,2319.79
New Mexico,South Dakota,1223.37
New Mexico,Tennessee,1805.22
New Mexico,Texas,712.4
New Mexico,Utah,735.31
New Mexico,Vermont,3055.04
New Mexico,Virginia,2474.22
New Mexico,Washington,1874.01
New Mexico,West Virginia,2322.84
New Mexico,Wisconsin,1785.32
New Mexico,Wyoming,961.56
New York,Alabama,1501.92
New York,Alaska,5204.11
New York,Arizona,3262.89
New York,Arkansas,1713.41
New York,California,3759.35
New York,Colorado,2550.63
New York,Connecticut,274.2
New York,Delaware,440.24
New York,District of Columbia,466.2
New York,Florida,1706.47
New York,Georgia,1338.72
New York,Hawaii,7771.6
New York,Idaho,3126.99
New York,Illinois,1184.8
New York,Indiana,960.23
New York,Iowa,1477.11
New York,Kansas,1986.46
New York,Kentucky,1025.47
New York,Louisiana,1965.19
New York,Maine,569.59
New York,Maryland,445.83
New York,Massachusetts,314.7
New York,Michigan,811.7
New York,Minnesota,1531.61
New York,Mississippi,1679.5
New York,Missouri,1516.93
New York,Montana,2705.19
New York,Nebraska,2002.07
New York,Nevada,3439.76
New York,New Hampshire,330.07
New York,New Jersey,315.04
New York,New Mexico,2806.8
New York,New York,0.0
New York,North Carolina,886.1
New York,North Dakota,2012.58
New York,Ohio,673.9
New York,Oklahoma,2056.57
New York,Oregon,3601.19
New York,Pennsylvania,297.81
New York,Rhode Island,356.73
New York,South Carolina,1106.67
New York,South Dakota,1990.31
New York,Tennessee,1218.72
New York,Texas,2454.06
New York,Utah,3038.19
New York,Vermont,262.4
New York,Virginia,666.18
New York,Washington,3515.77
New York,West Virginia,643.43
New York,Wisconsin,1177.55
New York,Wyoming,2596.33
North Carolina,Alabama,751.75
North Carolina,Alaska,5697.01
North Carolina,Arizona,2939.39
North Carolina,Arkansas,1189.88
North Carolina,California,3574.65
North Carolina,Colorado,2342.99
North Carolina,Connecticut,888.33
North Carolina,Delaware,513.53
North Carolina,District of Columbia,427.67
North Carolina,Florida,820.39
North Carolina,Georgia,494.38
North Carolina,Hawaii,7580.8
North Carolina,Idaho,3136.73
North Carolina,Illinois,996.22
North Carolina,Indiana,774.98
North Carolina,Iowa,1420.36
North Carolina,Kansas,1717.92
North Carolina,Kentucky,573.16
North Carolina,Louisiana,1273.99
North Carolina,Maine,1386.13
North Carolina,Maryland,451.42
North Carolina,Massachusetts,992.16
North Carolina,Michigan,1102.69
North Carolina,Minnesota,1725.93
North Carolina,Mississippi,997.74
North Carolina,Missouri,1203.68
North Carolina,Montana,2812.3
North Carolina,Nebraska,1893.28
North Carolina,Nevada,3298.84
North Carolina,New Hampshire,1122.72
North Carolina,New Jersey,660.65
North Carolina,New Mexico,2436.08
North Carolina,New York,886.1
North Carolina,North Carolina,0.0
North Carolina,North Dakota,2188.49
North Carolina,Ohio,604.34
North Carolina,Oklahoma,1639.01
North Carolina,Oregon,3608.99
North Carolina,Pennsylvania,606.91
North Carolina,Rhode Island,961.91
North Carolina,South Carolina,228.34
North Carolina,South Dakota,2026.4
North Carolina,Tennessee,630.87
North Carolina,Texas,1903.65
North Carolina,Utah,2871.91
North Carolina,Vermont,1105.75
North Carolina,Virginia,223.32
North Carolina,Washington,3622.74
North Carolina,West Virginia,359.55
North Carolina,Wisconsin,1351.22
North Carolina,Wyoming,2552.44
North Dakota,Alabama,1994.83
North Dakota,Alaska,3600.78
North Dakota,Arizona,1737.14
North Dakota,Arkansas,1546.46
North Dakota,California,1929.12
North Dakota,Colorado,1025.27
North Dakota,Connecticut,2283.99
North Dakota,Delaware,2222.27
North Dakota,District of Columbia,2118.24
North Dakota,Florida,2606.32
North Dakota,Georgia,2184.21
North Dakota,Hawaii,5824.96
North Dakota,Idaho,1148.71
North Dakota,Illinois,1223.08
North Dakota,Indiana,1415.28
North Dakota,Iowa,812.53
North Dakota,Kansas,1009.32
North Dakota,Kentucky,1658.11
North Dakota,Louisiana,1957.16
North Dakota,Maine,2395.57
North Dakota,Maryland,2125.33
North Dakota,Massachusetts,2323.04
North Dakota,Michigan,1216.01
North Dakota,Minnesota,487.23
North Dakota,Mississippi,1871.22
North Dakota,Missouri,1201.94
North Dakota,Montana,694.96
North Dakota,Nebraska,659.14
North Dakota,Nevada,1585.44
North Dakota,New Hampshire,2279.8
North Dakota,New Jersey,2213.45
North Dakota,New Mexico,1523.48
North Dakota,New York,2012.58
North Dakota,North Carolina,2188.49
North Dakota,North Dakota,0.0
North Dakota,Ohio,1622.93
North Dakota,Oklahoma,1340.23
North Dakota,Oregon,1608.11
North Dakota,Pennsylvania,1945.6
North Dakota,Rhode Island,2369.27
North Dakota,South Carolina,2223.25
North Dakota,South Dakota,334.61
North Dakota,Tennessee,1738.12
North Dakota,Texas,1776.2
North Dakota,Utah,1279.41
North Dakota,Vermont,2183.09
North Dakota,Virginia,2080.56
North Dakota,Washington,1503.71
North Dakota,West Virginia,1881.76
North Dakota,Wisconsin,868.49
North Dakota,Wyoming,744.25
Ohio,Alabama,907.74
Ohio,Alaska,5094.16
Ohio,Arizona,2632.62
Ohio,Arkansas,1040.33
Ohio,California,3184.62
Ohio,Colorado,1953.03
Ohio,Connecticut,859.89
Ohio,Delaware,641.83
Ohio,District of Columbia,519.24
Ohio,Florida,1293.37
Ohio,Georgia,850.3
Ohio,Hawaii,7211.05
Ohio,Idaho,2644.45
Ohio,Illinois,546.01
Ohio,Indiana,300.6
Ohio,Iowa,919.02
Ohio,Kansas,1355.62
Ohio,Kentucky,374.98
Ohio,Louisiana,1317.46
Ohio,Maine,1241.41
Ohio,Maryland,532.77
Ohio,Massachusetts,945.42
Ohio,Michigan,499.89
Ohio,Minnesota,1145.52
Ohio,Mississippi,1038.97
Ohio,Missouri,859.98
